Authors,Title,Year,Link,Affiliations,Authors with affiliations
"Canedo D.R.C., Romariz A.R.S.R.","Intrusion Detection System in Ad Hoc Networks with Artificial Neural Networks and Algorithm K-Means",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076715222&doi=10.1109%2fTLA.2019.8931198&partnerID=40&md5=f960a6c9ddd2f08fcc8ec44cbedad6a2","Federal Institute of Goias, Luziânia Goiás, Brazil; University of Brasilia, Federal District, Brasilia, Brazil","Canedo, D.R.C., Federal Institute of Goias, Luziânia Goiás, Brazil; Romariz, A.R.S.R., University of Brasilia, Federal District, Brasilia, Brazil"
"de Carvalho A.D.F., da Silva G.O., Pereira G.E.","Direct selection for phenotypic traits in carrot genotypes [Seleção direta para caracteres fenotípicos em genótipos de cenoura]",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074735163&doi=10.1590%2fs0102-053620190316&partnerID=40&md5=8be7aaf78eea13fb44002f39adbf59c7","Embrapa Hortaliças, Brasília, DF, Brazil; Universidade de Brasilia (UnB), Brasília, DF, Brazil","de Carvalho, A.D.F., Embrapa Hortaliças, Brasília, DF, Brazil; da Silva, G.O., Embrapa Hortaliças, Brasília, DF, Brazil; Pereira, G.E., Universidade de Brasilia (UnB), Brasília, DF, Brazil"
"Kurizky P.S., Galvão L.O., Martins G.A.","Efficacy and safety of biosimilar infliximab CT-P13 in the treatment of psoriasis and pso-riatic arthritis: 1-year follow-up",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074100243&doi=10.1590%2fabd1806-4841.20198358&partnerID=40&md5=e6467d62ad8aa598343ec5316ef5ae4a","Dermatology Service, Hospital Universitário de Brasília, Universidade de Brasília, DF, Brasília, Brazil; Dermatology Service, Hospital Regional da Asa Norte, DF, Brasília, Brazil; Psoriasis Outpatient Clinic, Hospital Universitário de Brasília, Universidade de Brasília, DF, Brasília, Brazil","Kurizky, P.S., Dermatology Service, Hospital Universitário de Brasília, Universidade de Brasília, DF, Brasília, Brazil; Galvão, L.O., Dermatology Service, Hospital Regional da Asa Norte, DF, Brasília, Brazil; Martins, G.A., Psoriasis Outpatient Clinic, Hospital Universitário de Brasília, Universidade de Brasília, DF, Brasília, Brazil"
"Côrtes F.G., Meneses P.P.M.","Strategic human resource management in the Brazilian federal legislative: Conditions for the implementation [Gestão estratégica de pessoas no legislativo federal Brasileiro: Condições para a implementação] [Gestión estratégica de personas en el legislativo federal Brasileño: Condiciones para la implementación]",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073442449&doi=10.1590%2f0034-761220180061x&partnerID=40&md5=b244d65a7f65083b2d1b61ee51d5bd25","Instituto Brasiliense de Direito Público, Escola de Administração de Brasília, Brasília, DF, Brazil; Universidade de Brasília, Brasília, DF, Brazil","Côrtes, F.G., Instituto Brasiliense de Direito Público, Escola de Administração de Brasília, Brasília, DF, Brazil; Meneses, P.P.M., Universidade de Brasília, Brasília, DF, Brazil"
"de Oliveira P.R., Guerra M., Gomes A.O., Martins A.L.","Public-private relation in the brazilian policy of tertiary care for cardiovascular conditions [Relação público-privada na política brasileira de atenção cardiovascular de alta complexidade] [Relación público-privada en la política brasileña de atención cardiovascular de alta complejidad]",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073429609&doi=10.1590%2f0034-761220170179x&partnerID=40&md5=ef16001c6d17f654822b0fca8557cb87","Universidade de Brasília, DF, Brasília, Brazil; Instituto Euro Americano de Educação, Ciência e Tecnologia, DF, Brasília, Brazil","de Oliveira, P.R., Universidade de Brasília, DF, Brasília, Brazil; Guerra, M., Universidade de Brasília, DF, Brasília, Brazil; Gomes, A.O., Universidade de Brasília, DF, Brasília, Brazil; Martins, A.L., Instituto Euro Americano de Educação, Ciência e Tecnologia, DF, Brasília, Brazil"
"Tormen N.R., Blum L.E.B.","Ramularia leaf spot effect on yield and fiber quality of cotton submitted to fungicide application [Mancha De Ramulária Afeta A Produtividade E Qualidade Da Fibra Em Algodoeiro Submetido Aplicação De Fungicidas]",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073332796&doi=10.1590%2f1983-21252019v32n308rc&partnerID=40&md5=e7d129d799d9215a4b41c1765e749973","Department of Research, Instituto Phytus, Planaltina, DF, Brazil; Department of Plant Pathology, Universidade de Brasília, Brasília, DF, Brazil","Tormen, N.R., Department of Research, Instituto Phytus, Planaltina, DF, Brazil; Blum, L.E.B., Department of Plant Pathology, Universidade de Brasília, Brasília, DF, Brazil"
"Canedo E.D., De Carvalho R.R., Leao H.A.T., Costa P.H.T., Okimoto M.V.","How the academics qualification influence the students learning development",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072711476&doi=10.1109%2fCOMPSAC.2019.00056&partnerID=40&md5=6440b7c77f5cae03b4ca0c13fea7e2ba","Department of Computer Science, University of Brasília (UnB), P.O. Box 4466, Brasília-DF, Brazil; Department of Computer Science, Lutheran University Center of Palmas (CEULP), P.O. Box 85, Palmas-TO, Brazil","Canedo, E.D., Department of Computer Science, University of Brasília (UnB), P.O. Box 4466, Brasília-DF, Brazil; De Carvalho, R.R., Department of Computer Science, University of Brasília (UnB), P.O. Box 4466, Brasília-DF, Brazil; Leao, H.A.T., Department of Computer Science, Lutheran University Center of Palmas (CEULP), P.O. Box 85, Palmas-TO, Brazil; Costa, P.H.T., Department of Computer Science, University of Brasília (UnB), P.O. Box 4466, Brasília-DF, Brazil; Okimoto, M.V., Department of Computer Science, University of Brasília (UnB), P.O. Box 4466, Brasília-DF, Brazil"
"Gali W.L., Sarabanda A.V., Baggio J.M., Silva E.F., Gomes G.G., Junqueira L.F.","Predictors of mortality and heart transplantation in patients with Chagas' cardiomyopathy and ventricular tachycardia treated with implantable cardioverter-defibrillators",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072046257&doi=10.1093%2feuropace%2feuz012&partnerID=40&md5=e38d63134e00f9532edd08b8e8685752","Clinical Arrhythmia and Pacemaker Unit, Instituto de Cardiologia Do Distrito Federal (IC-DF), Fundação Universitária de Cardiologia (FUC), SQSW 300 Bloco F apto 502, Brasília, Brazil; Clinical Medicine Area, Cardiology/Cardiovascular Laboratory, Faculty of Medicine, University of Brasilia, Brasília, Brazil; Department of Statistics, University of Brasilia, Brasília, Brazil","Gali, W.L., Clinical Arrhythmia and Pacemaker Unit, Instituto de Cardiologia Do Distrito Federal (IC-DF), Fundação Universitária de Cardiologia (FUC), SQSW 300 Bloco F apto 502, Brasília, Brazil, Clinical Medicine Area, Cardiology/Cardiovascular Laboratory, Faculty of Medicine, University of Brasilia, Brasília, Brazil; Sarabanda, A.V., Clinical Arrhythmia and Pacemaker Unit, Instituto de Cardiologia Do Distrito Federal (IC-DF), Fundação Universitária de Cardiologia (FUC), SQSW 300 Bloco F apto 502, Brasília, Brazil; Baggio, J.M., Clinical Arrhythmia and Pacemaker Unit, Instituto de Cardiologia Do Distrito Federal (IC-DF), Fundação Universitária de Cardiologia (FUC), SQSW 300 Bloco F apto 502, Brasília, Brazil; Silva, E.F., Department of Statistics, University of Brasilia, Brasília, Brazil; Gomes, G.G., Clinical Arrhythmia and Pacemaker Unit, Instituto de Cardiologia Do Distrito Federal (IC-DF), Fundação Universitária de Cardiologia (FUC), SQSW 300 Bloco F apto 502, Brasília, Brazil; Junqueira, L.F., Clinical Medicine Area, Cardiology/Cardiovascular Laboratory, Faculty of Medicine, University of Brasilia, Brasília, Brazil"
"Palechor E.U.L., Bezerra L.M., De Morais M.V.G., Silva R.S.Y.R.C., Barros E.N.","Damage identification in beams using additional rove mass and wavelet transform",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070746314&doi=10.3221%2fIGF-ESIS.49.56&partnerID=40&md5=64d727638d3af478024ab4a6d5a88ab0","Department of Civil Engineering, University of Cariri Ciudade Universitária, Juazeiro do Norte, CE, Brazil; Department of Civil Engineering, University of Brasilia, Campus Darcy Ribeiro SG-12 Brasília, Distrito Federal, Brazil; Department of Mechanical Engineering, University of Brasilia, Campus Darcy Ribeiro, Brasília, Distrito Federal, Brazil","Palechor, E.U.L., Department of Civil Engineering, University of Cariri Ciudade Universitária, Juazeiro do Norte, CE, Brazil; Bezerra, L.M., Department of Civil Engineering, University of Brasilia, Campus Darcy Ribeiro SG-12 Brasília, Distrito Federal, Brazil; De Morais, M.V.G., Department of Mechanical Engineering, University of Brasilia, Campus Darcy Ribeiro, Brasília, Distrito Federal, Brazil; Silva, R.S.Y.R.C., Department of Civil Engineering, University of Brasilia, Campus Darcy Ribeiro SG-12 Brasília, Distrito Federal, Brazil; Barros, E.N., Department of Civil Engineering, University of Cariri Ciudade Universitária, Juazeiro do Norte, CE, Brazil"
"Jacobs M.G., Pinto Junior V.L.","Brazilian cities profile, the occurence of tuberculosis an its drug-resistant form",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070486893&doi=10.1590%2f1413-81232018247.20532017&partnerID=40&md5=5b80221bcb083a98ce99534f41013763","Departamento de Saúde Coletiva, Faculdade de Ciências da Saúde, Universidade de Brasília, Campos Univ. Darcy Ribeiro s/n, Asa Norte, DF, Brasília, 70910-900, Brazil; Departamento de Epidemiologia e Vigilância em Saúde, Fiocruz, DF, Brasília, Brazil","Jacobs, M.G., Departamento de Saúde Coletiva, Faculdade de Ciências da Saúde, Universidade de Brasília, Campos Univ. Darcy Ribeiro s/n, Asa Norte, DF, Brasília, 70910-900, Brazil; Pinto Junior, V.L., Departamento de Epidemiologia e Vigilância em Saúde, Fiocruz, DF, Brasília, Brazil"
"Laneve G., Santilli G., Luciani R.","Improving seviri-based hotspots detection by using multiple simultaneous observations",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070442633&doi=10.1109%2fJSTARS.2019.2898126&partnerID=40&md5=30f596f76f9f79cac22f7d1de66fb44d","School of Aerospace Engineering, Sapienza University of Rome, Rome, Italy; UnB Gama Faculty (FGA), University of Brasilia, Brasilia, Brazil","Laneve, G., School of Aerospace Engineering, Sapienza University of Rome, Rome, Italy; Santilli, G., UnB Gama Faculty (FGA), University of Brasilia, Brasilia, Brazil; Luciani, R., School of Aerospace Engineering, Sapienza University of Rome, Rome, Italy"
"Mascarenhas F., Filho A.L., Vianna L.C.","Crise no financiamento à pesquisa e desafios para RBCE",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070322691&doi=10.1016%2fj.rbce.2019.08.001&partnerID=40&md5=4e43f77e27e18e16103c8ec0445a6de5","Universidade de Brasília, Faculdade de Educação Física, Brasília, DF, Brazil; Universidade Federal de Goiás, Faculdade de Educação Física e Dança, Goiás, GO, Brazil","Mascarenhas, F., Universidade de Brasília, Faculdade de Educação Física, Brasília, DF, Brazil; Filho, A.L., Universidade Federal de Goiás, Faculdade de Educação Física e Dança, Goiás, GO, Brazil; Vianna, L.C., Universidade de Brasília, Faculdade de Educação Física, Brasília, DF, Brazil"
"D´ávila L.S., De Filippi M.C.C., Café-Filho A.C.","Both MAT1-1 and MAT 1-2 idiomorphs present in rice blast populations (Magnaporthe oryzae) collected in rice fields in northern Brazil",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069537224&doi=10.5197%2fj.2044-0588.2019.040.003&partnerID=40&md5=8ac4bd033a736b55192b045397a09be0","University of Brasília, DF70910-900, Brazil; Embrapa Rice and Beans, Santo Antônio de Goiás, GO  75375-000, Brazil","D´ávila, L.S., University of Brasília, DF70910-900, Brazil; De Filippi, M.C.C., Embrapa Rice and Beans, Santo Antônio de Goiás, GO  75375-000, Brazil; Café-Filho, A.C., University of Brasília, DF70910-900, Brazil"
"Hanna M.D., Moretti P.N., De Oliveira P.C., Rosa A.M.T., Versiani R.B., De Oliveira S.F., Pic-Taylor A., Mazzeu J.F.","Defining the critical region for intellectual disability and brain malformations in 6q27 microdeletions",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067886292&doi=10.1159%2f000501008&partnerID=40&md5=e77ca4c2dbb64338690c366ff5164ce9","Programa de Pós-Graduação em Ciências da Saúde, Faculdade de Ciências da Saúde, Universidade de Brasília, Brasília, Brazil; Departamento de Genética e Morfologia, Instituto de Ciências Biológicas, Universidade de Brasília, Brasília, DF 70910-900, Brazil; Faculdade de Medicina, Universidade de Brasília, Brasília, Brazil; Secretaria de Estado de Saúde Do Distrito Federal, Brasília, Brazil; Hospital Universitário de Brasília, Universidade de Brasília, Brasília, Brazil","Hanna, M.D., Programa de Pós-Graduação em Ciências da Saúde, Faculdade de Ciências da Saúde, Universidade de Brasília, Brasília, Brazil, Departamento de Genética e Morfologia, Instituto de Ciências Biológicas, Universidade de Brasília, Brasília, DF 70910-900, Brazil; Moretti, P.N., Faculdade de Medicina, Universidade de Brasília, Brasília, Brazil; De Oliveira, P.C., Secretaria de Estado de Saúde Do Distrito Federal, Brasília, Brazil; Rosa, A.M.T., Secretaria de Estado de Saúde Do Distrito Federal, Brasília, Brazil; Versiani, R.B., Hospital Universitário de Brasília, Universidade de Brasília, Brasília, Brazil; De Oliveira, S.F., Programa de Pós-Graduação em Ciências da Saúde, Faculdade de Ciências da Saúde, Universidade de Brasília, Brasília, Brazil, Departamento de Genética e Morfologia, Instituto de Ciências Biológicas, Universidade de Brasília, Brasília, DF 70910-900, Brazil; Pic-Taylor, A., Programa de Pós-Graduação em Ciências da Saúde, Faculdade de Ciências da Saúde, Universidade de Brasília, Brasília, Brazil, Departamento de Genética e Morfologia, Instituto de Ciências Biológicas, Universidade de Brasília, Brasília, DF 70910-900, Brazil; Mazzeu, J.F., Programa de Pós-Graduação em Ciências da Saúde, Faculdade de Ciências da Saúde, Universidade de Brasília, Brasília, Brazil, Departamento de Genética e Morfologia, Instituto de Ciências Biológicas, Universidade de Brasília, Brasília, DF 70910-900, Brazil, Faculdade de Medicina, Universidade de Brasília, Brasília, Brazil"
"Albernaz A.F., Barreto P.R.P.","Theoretical studies of CN + H 2(D 2) reactions: competition between H(D)-abstractions in H (D) + HCN (DCN) / HNC (DNC) channels",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067498673&doi=10.1007%2fs00214-019-2479-1&partnerID=40&md5=06e614b3671a95dde242dad8315b388d","Instituto de Física, Universidade Brasília, CP04455, Brasília, DF  CEP 70919-970, Brazil; Laboratório Associado de Plasma – LAP, Instituto Nacional de Pesquisas Espaciais - INPE, CP515, São José dos Campos, SP  CEP 12247-970, Brazil","Albernaz, A.F., Instituto de Física, Universidade Brasília, CP04455, Brasília, DF  CEP 70919-970, Brazil; Barreto, P.R.P., Laboratório Associado de Plasma – LAP, Instituto Nacional de Pesquisas Espaciais - INPE, CP515, São José dos Campos, SP  CEP 12247-970, Brazil"
"Cabral C.S., Fonseca M.E.N., Oliveira V.R., Boiteux L.S., Reis A.","A single dominant gene/locus model for control of Fusarium oxysporum f. sp. lactucae race 1 resistance in lettuce (Lactuca sativa)",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066962804&doi=10.1007%2fs10681-019-2441-2&partnerID=40&md5=9cd3ba73cfdec43516990a0f625a943a","Departamento de Fitopatologia, Universidade de Brasília (UnB), Brasília, DF  70910-900, Brazil; National Center for Vegetable Crops Research (CNPH), Embrapa Hortaliças (Embrapa Vegetable Crops), CP 218, Brasília, DF  70275-970, Brazil","Cabral, C.S., Departamento de Fitopatologia, Universidade de Brasília (UnB), Brasília, DF  70910-900, Brazil; Fonseca, M.E.N., National Center for Vegetable Crops Research (CNPH), Embrapa Hortaliças (Embrapa Vegetable Crops), CP 218, Brasília, DF  70275-970, Brazil; Oliveira, V.R., National Center for Vegetable Crops Research (CNPH), Embrapa Hortaliças (Embrapa Vegetable Crops), CP 218, Brasília, DF  70275-970, Brazil; Boiteux, L.S., Departamento de Fitopatologia, Universidade de Brasília (UnB), Brasília, DF  70910-900, Brazil, National Center for Vegetable Crops Research (CNPH), Embrapa Hortaliças (Embrapa Vegetable Crops), CP 218, Brasília, DF  70275-970, Brazil; Reis, A., National Center for Vegetable Crops Research (CNPH), Embrapa Hortaliças (Embrapa Vegetable Crops), CP 218, Brasília, DF  70275-970, Brazil"
"Dornelles-Wawruk H., Soledad Heredia R., De Paula-Junior M.R., Cardoso M.T.O., Bonadio R.S., Dos Reis B.F., Pic-Taylor A., De Oliveira S.F., Mazzeu J.F.","A Balanced reciprocal translocation t(2;9)(p25;q13) disrupting the linc00299 gene in a patient with intellectual disability",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066941395&doi=10.1159%2f000500397&partnerID=40&md5=dba9f3e9bc23dac2c7190adc2fe10393","Programa de Pós-graduacao em Ciencias da Saúde, Universidade de Brasília, Brasilia, Brazil; Hospital de Apoio de Brasília, Secretaria de Estado de Saúde Do Distrito Federal, Brasilia, Brazil; Programa de Pós-graduacao em Ciencias Médicas, Universidade de Brasília, Brasilia, Brazil; Departamento de Genética e Morfologia, Instituto de CiênciasBiológicas, Universidade de Brasília, Brasilia, Brazil; Faculdade de Medicina, Universidade de Brasília, Campus Universitário Darcy Ribeiro, Brasilia, DF 70910-900, Brazil","Dornelles-Wawruk, H., Programa de Pós-graduacao em Ciencias da Saúde, Universidade de Brasília, Brasilia, Brazil; Soledad Heredia, R., Hospital de Apoio de Brasília, Secretaria de Estado de Saúde Do Distrito Federal, Brasilia, Brazil, Programa de Pós-graduacao em Ciencias Médicas, Universidade de Brasília, Brasilia, Brazil; De Paula-Junior, M.R., Programa de Pós-graduacao em Ciencias Médicas, Universidade de Brasília, Brasilia, Brazil; Cardoso, M.T.O., Hospital de Apoio de Brasília, Secretaria de Estado de Saúde Do Distrito Federal, Brasilia, Brazil; Bonadio, R.S., Departamento de Genética e Morfologia, Instituto de CiênciasBiológicas, Universidade de Brasília, Brasilia, Brazil; Dos Reis, B.F., Hospital de Apoio de Brasília, Secretaria de Estado de Saúde Do Distrito Federal, Brasilia, Brazil; Pic-Taylor, A., Programa de Pós-graduacao em Ciencias da Saúde, Universidade de Brasília, Brasilia, Brazil, Departamento de Genética e Morfologia, Instituto de CiênciasBiológicas, Universidade de Brasília, Brasilia, Brazil; De Oliveira, S.F., Programa de Pós-graduacao em Ciencias da Saúde, Universidade de Brasília, Brasilia, Brazil, Departamento de Genética e Morfologia, Instituto de CiênciasBiológicas, Universidade de Brasília, Brasilia, Brazil; Mazzeu, J.F., Programa de Pós-graduacao em Ciencias da Saúde, Universidade de Brasília, Brasilia, Brazil, Hospital de Apoio de Brasília, Secretaria de Estado de Saúde Do Distrito Federal, Brasilia, Brazil, Faculdade de Medicina, Universidade de Brasília, Campus Universitário Darcy Ribeiro, Brasilia, DF 70910-900, Brazil"
"Prota Salomão V., Tonin A.M., de Souza Rezende R., Marques Leite G.F., Cunha Carvalho Alvim E.A., Brandão Quintão J.M., Gonçalves Júnior J.F.","Small dam impairs invertebrate and microbial assemblages as well as leaf breakdown: a study case from a tropical savanna stream",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066312215&doi=10.1016%2fj.limno.2019.125685&partnerID=40&md5=8b9e33236002688aa6852afdda8678f4","AquaRiparia / Laboratory of the Limnology, Ecology Department, Institute of Biological Sciences, University of Brasilia, Asa Norte, Brasilia, Distrito Federal, CEP 70910-900, Brazil; Programa de Pós graduação em Ciências Ambientais, Universidade Comunitária Regional de Chapecó - Unochapecó, Santa Catarina, CEP 89809-000, Brazil","Prota Salomão, V., AquaRiparia / Laboratory of the Limnology, Ecology Department, Institute of Biological Sciences, University of Brasilia, Asa Norte, Brasilia, Distrito Federal, CEP 70910-900, Brazil; Tonin, A.M., AquaRiparia / Laboratory of the Limnology, Ecology Department, Institute of Biological Sciences, University of Brasilia, Asa Norte, Brasilia, Distrito Federal, CEP 70910-900, Brazil; de Souza Rezende, R., AquaRiparia / Laboratory of the Limnology, Ecology Department, Institute of Biological Sciences, University of Brasilia, Asa Norte, Brasilia, Distrito Federal, CEP 70910-900, Brazil, Programa de Pós graduação em Ciências Ambientais, Universidade Comunitária Regional de Chapecó - Unochapecó, Santa Catarina, CEP 89809-000, Brazil; Marques Leite, G.F., AquaRiparia / Laboratory of the Limnology, Ecology Department, Institute of Biological Sciences, University of Brasilia, Asa Norte, Brasilia, Distrito Federal, CEP 70910-900, Brazil; Cunha Carvalho Alvim, E.A., AquaRiparia / Laboratory of the Limnology, Ecology Department, Institute of Biological Sciences, University of Brasilia, Asa Norte, Brasilia, Distrito Federal, CEP 70910-900, Brazil; Brandão Quintão, J.M., AquaRiparia / Laboratory of the Limnology, Ecology Department, Institute of Biological Sciences, University of Brasilia, Asa Norte, Brasilia, Distrito Federal, CEP 70910-900, Brazil; Gonçalves Júnior, J.F., AquaRiparia / Laboratory of the Limnology, Ecology Department, Institute of Biological Sciences, University of Brasilia, Asa Norte, Brasilia, Distrito Federal, CEP 70910-900, Brazil"
"de Figueiredo C.C., Farias W.M., Coser T.R., Monteiro de Paula A., Sartori da Silva M.R., Paz-Ferreiro J.","Sewage sludge biochar alters root colonization of mycorrhizal fungi in a soil cultivated with corn",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066240043&doi=10.1016%2fj.ejsobi.2019.103092&partnerID=40&md5=a87c439e2ad6bebd67434af2535bf4a8","University of Brasilia, P.O. Box 4508, Brasilia, DF, Brazil; RMIT University, GPO Box 2476, Melbourne, VIC  3001, Australia","de Figueiredo, C.C., University of Brasilia, P.O. Box 4508, Brasilia, DF, Brazil; Farias, W.M., University of Brasilia, P.O. Box 4508, Brasilia, DF, Brazil; Coser, T.R., University of Brasilia, P.O. Box 4508, Brasilia, DF, Brazil; Monteiro de Paula, A., University of Brasilia, P.O. Box 4508, Brasilia, DF, Brazil; Sartori da Silva, M.R., University of Brasilia, P.O. Box 4508, Brasilia, DF, Brazil; Paz-Ferreiro, J., RMIT University, GPO Box 2476, Melbourne, VIC  3001, Australia"
"Baker A., Renno L.","Nonpartisans as false negatives: The mismeasurement of party identification in public opinion surveys",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066129682&doi=10.1086%2f703129&partnerID=40&md5=dcfc820d0ec415ba14a455ea322a1607","Institute of Behavioral Science, University of Colorado Boulder, Boulder, CO  80305, United States; Political Science Institute at the University of Brasília, DF70904-970, Brazil","Baker, A., Institute of Behavioral Science, University of Colorado Boulder, Boulder, CO  80305, United States; Renno, L., Political Science Institute at the University of Brasília, DF70904-970, Brazil"
"Cavalcante A.L.B., Borges L.P.D.F., Zornberg J.G.","New 3D Analytical Solution for Modeling Transient Unsaturated Flow Due to Wetting and Drying",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065601449&doi=10.1061%2f%28ASCE%29GM.1943-5622.0001461&partnerID=40&md5=98bc04f26268d3199edd9207c27bf484","Dept. of Civil and Environmental Engineering, Univ. of Brasília, Brasília-DF, 70910-900, Brazil; Dept. of Civil, Architectural and Environmental Engineering, Univ. of Texas at Austin, Austin, TX  78712-0280, United States","Cavalcante, A.L.B., Dept. of Civil and Environmental Engineering, Univ. of Brasília, Brasília-DF, 70910-900, Brazil; Borges, L.P.D.F., Dept. of Civil and Environmental Engineering, Univ. of Brasília, Brasília-DF, 70910-900, Brazil; Zornberg, J.G., Dept. of Civil, Architectural and Environmental Engineering, Univ. of Texas at Austin, Austin, TX  78712-0280, United States"
"González-Mariño I., Estévez-Danta A., Rodil R., Da Silva K.M., Sodré F.F., Cela R., Quintana J.B.","Profiling cocaine residues and pyrolytic products in wastewater by mixed-mode liquid chromatography–tandem mass spectrometry",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065035790&doi=10.1002%2fdta.2590&partnerID=40&md5=8a8aa3c5919094b9a15deedb9b1ff52b","Department of Analytical Chemistry, Nutrition and Food Sciences, IIAA – Institute for Food Analysis and Research, Universidade de Santiago de Compostela, Santiago de Compostela, Spain; Institute of Chemistry, University of Brasilia, Brasilia, Brazil","González-Mariño, I., Department of Analytical Chemistry, Nutrition and Food Sciences, IIAA – Institute for Food Analysis and Research, Universidade de Santiago de Compostela, Santiago de Compostela, Spain; Estévez-Danta, A., Department of Analytical Chemistry, Nutrition and Food Sciences, IIAA – Institute for Food Analysis and Research, Universidade de Santiago de Compostela, Santiago de Compostela, Spain; Rodil, R., Department of Analytical Chemistry, Nutrition and Food Sciences, IIAA – Institute for Food Analysis and Research, Universidade de Santiago de Compostela, Santiago de Compostela, Spain; Da Silva, K.M., Institute of Chemistry, University of Brasilia, Brasilia, Brazil; Sodré, F.F., Institute of Chemistry, University of Brasilia, Brasilia, Brazil; Cela, R., Department of Analytical Chemistry, Nutrition and Food Sciences, IIAA – Institute for Food Analysis and Research, Universidade de Santiago de Compostela, Santiago de Compostela, Spain; Quintana, J.B., Department of Analytical Chemistry, Nutrition and Food Sciences, IIAA – Institute for Food Analysis and Research, Universidade de Santiago de Compostela, Santiago de Compostela, Spain"
"França A.A., Santos V.D., Filho R.L., Pires K.F., Lagoa K.F., Martins W.R.","‘It's very complicated’: Perspectives and beliefs of newly graduated physiotherapists about the biopsychosocial model for treating people experiencing non-specific low back pain in Brazil",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064862615&doi=10.1016%2fj.msksp.2019.04.011&partnerID=40&md5=eda77dd9159a3c9e1245391f0ecb43c8","College of Physical Therapy, University of Brasilia (UnB), Campus Universitário - Centro Metropolitano, Ceilândia Sul, Distrito Federal, Brasília  CEP: 72220-275, Brazil; College of Occupational Therapy, University of Brasilia (UnB), Campus Universitário - Centro Metropolitano, Ceilândia Sul, Distrito Federal, Brasília  CEP: 72220-275, Brazil; InLag Institute, Asa Norte, Distrito Federal, Brasília  CEP: 70830-300, Brazil","França, A.A., College of Physical Therapy, University of Brasilia (UnB), Campus Universitário - Centro Metropolitano, Ceilândia Sul, Distrito Federal, Brasília  CEP: 72220-275, Brazil; Santos, V.D., College of Occupational Therapy, University of Brasilia (UnB), Campus Universitário - Centro Metropolitano, Ceilândia Sul, Distrito Federal, Brasília  CEP: 72220-275, Brazil; Filho, R.L., College of Physical Therapy, University of Brasilia (UnB), Campus Universitário - Centro Metropolitano, Ceilândia Sul, Distrito Federal, Brasília  CEP: 72220-275, Brazil; Pires, K.F., College of Physical Therapy, University of Brasilia (UnB), Campus Universitário - Centro Metropolitano, Ceilândia Sul, Distrito Federal, Brasília  CEP: 72220-275, Brazil; Lagoa, K.F., InLag Institute, Asa Norte, Distrito Federal, Brasília  CEP: 70830-300, Brazil; Martins, W.R., College of Physical Therapy, University of Brasilia (UnB), Campus Universitário - Centro Metropolitano, Ceilândia Sul, Distrito Federal, Brasília  CEP: 72220-275, Brazil"
